customer_id,bureau_score,dpd_15_count_6m,dpd_30_count_6m,dpd_90_count_6m,dpd_30_count_3m,active_loans_count,total_emi_monthly,total_credit_6m,total_debit_6m,avg_monthly_balance_6m,net_cash_surplus_6m,inward_bounce_count_3m,avg_salary_6m,salary_txn_count_6m,salary_amount_cv,salary_date_std,salary_creditor_consistent,salary_missing_months,salary_stability_flag,liquidity_flag,bureau_risk_flag,hard_reject_flag,risk_score,loan_decision,decision_reason
CUST_006597,742,0,0,0,0,8,47628,110642,407655,103509,-297013,0,20000,6,0.06,2.6,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006598,749,0,0,0,0,1,24007,2860804,330407,0,2530397,1,480094,6,0.08,2.4,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006599,741,0,0,0,0,8,27888,226110,300658,53188,-74548,0,40045,6,0.05,2.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006600,748,0,0,0,0,4,27602,479447,286550,113291,192897,0,77198,6,0.04,1.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006601,741,0,0,0,0,6,22917,114919,328229,152283,-213310,0,20000,6,0.04,2.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006602,733,0,0,0,0,2,24577,108429,266123,77617,-157694,0,20000,6,0.08,3.2,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006603,744,0,0,0,0,1,37899,118875,333366,146435,-214491,0,20000,6,0.07,2.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006604,752,0,0,0,0,1,44740,770975,373723,0,397252,2,128307,6,0.08,2.3,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_006605,732,0,0,0,0,6,23857,361907,338287,49846,23620,0,63234,6,0.05,3.0,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006606,750,0,0,0,0,6,46351,124368,414258,99486,-289890,0,20000,6,0.05,3.0,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006607,748,0,0,0,0,1,37371,716916,366619,16721,350297,1,121451,6,0.04,3.1,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006608,748,0,0,0,0,8,43655,1115943,381177,100058,734766,0,183251,6,0.04,2.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006609,747,0,0,0,0,9,46006,122400,421651,0,-299251,0,20000,6,0.06,2.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006610,747,0,0,0,0,2,44735,129828,385118,0,-255290,0,20000,6,0.05,2.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006611,748,0,0,0,0,4,31730,1055938,385760,66504,670178,0,172809,6,0.04,2.6,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006612,756,0,0,0,0,11,13402,126149,194847,0,-68698,1,20000,6,0.04,3.0,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006613,753,0,0,0,0,5,45854,119816,404950,23921,-285134,0,20000,6,0.06,2.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006614,756,0,0,0,0,6,33140,105429,306717,13433,-201288,1,20000,6,0.05,2.4,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006615,750,0,0,0,0,8,28104,1363276,358116,31899,1005160,1,228605,6,0.04,1.9,1,0,STABLE,MODERATE,LOW,0,83,APPROVE,Strong profile
CUST_006616,747,0,0,0,0,1,43027,136308,366153,135494,-229845,0,20000,6,0.1,2.0,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006617,760,0,0,0,0,9,36420,117960,341375,42532,-223415,0,20000,6,0.07,2.9,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_006618,743,0,0,0,0,8,57990,113803,465208,2083,-351405,1,20000,6,0.04,2.1,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006619,746,0,0,0,0,8,10839,2961611,252744,96520,2708867,0,494132,6,0.07,2.4,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006620,752,0,0,0,0,5,24417,115075,303188,75139,-188113,0,20000,6,0.09,2.7,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006621,748,0,0,0,0,4,51019,2011641,433708,143327,1577933,0,337233,6,0.04,3.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006622,754,0,0,0,0,3,28016,1408925,357008,0,1051917,2,233052,6,0.05,2.2,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_006623,739,0,0,0,0,9,32807,1985433,390013,39008,1595420,0,330979,6,0.06,3.2,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_006624,753,0,0,0,0,2,52147,2393389,481271,76159,1912118,0,401717,6,0.06,1.7,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_006625,751,0,0,0,0,4,27524,782982,266838,86635,516144,0,133624,6,0.06,1.7,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006626,742,0,0,0,0,1,54462,452011,487392,58784,-35381,0,74405,6,0.05,3.3,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_006627,740,0,0,0,0,5,7232,670069,238916,0,431153,0,113458,6,0.04,2.1,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006628,745,0,0,0,0,1,5000,1448194,202004,18353,1246190,0,238935,6,0.05,3.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006629,756,0,0,0,0,1,29850,3020760,322572,67763,2698188,0,504370,6,0.03,2.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006630,749,0,0,0,0,5,42683,465627,402794,116826,62833,0,80074,6,0.06,3.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006631,745,0,0,0,0,5,5000,135773,178020,193884,-42247,0,20000,6,0.05,2.4,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006632,759,0,0,0,0,7,67827,109916,582133,0,-472217,0,20000,6,0.05,1.6,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006633,745,0,0,0,0,1,31010,129231,374899,8863,-245668,0,20000,6,0.06,1.7,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006634,741,0,0,0,0,6,17249,2894396,221804,0,2672592,0,484676,6,0.07,3.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006635,753,0,0,0,0,16,21781,1284665,307399,67447,977266,0,216454,6,0.06,2.7,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006636,754,0,0,0,0,5,24968,128163,316275,117587,-188112,0,20000,6,0.09,3.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006637,752,0,0,0,0,14,36754,2781488,326611,0,2454877,2,465660,6,0.04,1.5,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_006638,751,0,0,0,0,1,28406,108116,326391,0,-218275,0,20000,6,0.09,2.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006639,754,0,0,0,0,16,15946,2946522,284466,0,2662056,0,492895,6,0.08,2.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006640,744,0,0,0,0,10,41265,1368370,423083,0,945287,0,225687,6,0.09,3.2,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006641,756,0,0,0,0,1,18597,342436,225968,19843,116468,0,58847,6,0.04,3.4,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_006642,749,0,0,0,0,9,26593,147739,322144,7099,-174405,0,26547,6,0.05,2.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006643,749,0,0,0,0,1,30408,2774293,333051,169987,2441242,0,464404,6,0.09,2.2,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006644,737,0,0,0,0,7,53811,2103512,507270,0,1596242,1,351563,6,0.08,1.8,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006645,754,0,0,0,0,1,27420,104408,323390,232350,-218982,0,20000,6,0.1,2.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006646,751,0,0,0,0,7,52571,118862,472214,0,-353352,1,20000,6,0.09,3.1,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006647,747,0,0,0,0,4,19619,1060062,228134,0,831928,1,178726,6,0.05,3.3,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006648,753,0,0,0,0,9,19204,113062,311977,0,-198915,0,20000,6,0.08,2.4,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006649,752,0,0,0,0,12,31675,1260911,346358,0,914553,0,209882,6,0.03,2.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006650,733,0,0,0,0,1,5000,115634,180077,2768,-64443,0,20000,6,0.04,1.5,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006651,760,0,0,0,0,1,31738,130442,318040,32769,-187598,0,20000,6,0.03,2.4,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_006652,749,0,0,0,0,1,48385,2065443,391016,20865,1674427,0,345990,6,0.05,1.5,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006653,736,0,0,0,0,3,36058,827561,390421,89447,437140,0,137574,6,0.09,1.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006654,749,0,0,0,0,13,34885,132583,404736,99956,-272153,0,20000,6,0.1,1.6,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006655,752,0,0,0,0,3,15723,118915,216048,127689,-97133,0,20000,6,0.04,2.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006656,751,0,0,0,0,4,5000,1109890,220872,58825,889018,0,182231,6,0.04,3.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006657,759,0,0,0,0,10,36888,3511646,416445,48871,3095201,0,583900,6,0.07,3.3,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_006658,740,0,0,0,0,10,11488,1588920,215603,53168,1373317,0,263262,6,0.08,2.9,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006659,746,0,0,0,0,1,35110,2199709,347761,0,1851948,1,368013,6,0.08,2.2,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006660,754,0,0,0,0,8,12717,114766,236031,51323,-121265,0,20000,6,0.07,3.4,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006661,747,0,0,0,0,5,23044,133056,259219,0,-126163,0,20000,6,0.03,1.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006662,749,0,0,0,0,1,5000,2265947,222285,2550,2043662,2,375151,6,0.04,2.3,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_006663,737,0,0,0,0,5,40382,116856,410584,14654,-293728,1,20000,6,0.03,1.9,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006664,749,0,0,0,0,4,53401,977343,420488,151248,556855,0,162966,6,0.04,2.7,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006665,738,0,0,0,0,3,42137,133501,378552,40503,-245051,2,20000,6,0.04,1.5,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_006666,750,0,0,0,0,5,35770,146346,395403,38867,-249057,0,22229,6,0.07,3.4,1,0,STABLE,MODERATE,LOW,0,93,APPROVE,Strong profile
CUST_006667,749,0,0,0,0,3,42655,116818,416301,101296,-299483,0,20000,6,0.07,3.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006668,750,0,0,0,0,15,19417,104486,245525,64481,-141039,0,20000,6,0.04,2.4,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006669,758,0,0,0,0,1,20121,1793816,229492,0,1564324,0,302276,6,0.06,2.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006670,754,0,0,0,0,10,12470,3613791,189352,11449,3424439,1,604826,6,0.05,3.3,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006671,746,0,0,0,0,11,55301,671172,512548,0,158624,1,113146,6,0.03,3.1,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006672,740,0,0,0,0,6,46481,732699,403888,25974,328811,0,119875,6,0.04,2.2,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006673,755,0,0,0,0,3,49162,946536,423248,0,523288,1,160520,6,0.05,2.6,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006674,747,0,0,0,0,5,23981,1539299,278934,12566,1260365,0,256630,6,0.04,2.2,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006675,734,0,0,0,0,17,27882,537659,347744,69054,189915,0,86308,6,0.05,3.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006676,749,0,0,0,0,1,45216,133815,423566,0,-289751,1,20000,6,0.09,2.1,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006677,749,0,0,0,0,7,15796,115862,234047,0,-118185,2,20000,6,0.09,2.0,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_006678,751,0,0,0,0,5,11123,3569511,242370,73473,3327141,0,595114,6,0.09,2.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006679,748,0,0,0,0,4,6701,691269,232410,0,458859,1,115313,6,0.03,1.5,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006680,756,0,0,0,0,6,22653,116378,287647,39118,-171269,0,20000,6,0.06,1.6,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006681,746,0,0,0,0,8,37380,1179168,366307,21755,812861,0,193798,6,0.08,2.0,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006682,751,0,0,0,0,12,40318,1512061,412831,7002,1099230,0,249628,6,0.09,1.7,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006683,744,0,0,0,0,1,32439,106885,310285,90688,-203400,0,20000,6,0.08,2.4,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006684,757,0,0,0,0,2,38821,586997,409902,35061,177095,1,97726,6,0.05,2.0,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006685,742,0,0,0,0,12,23923,4490112,247444,0,4242668,0,746896,6,0.08,1.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006686,754,0,0,0,0,9,35480,107173,390080,0,-282907,2,20000,6,0.05,2.1,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_006687,746,0,0,0,0,8,29966,2444461,296328,0,2148133,2,407901,6,0.04,3.2,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_006688,745,0,0,0,0,11,33511,972214,311233,0,660981,2,161037,6,0.07,2.4,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_006689,748,0,0,0,0,5,28660,130545,330322,0,-199777,1,20000,6,0.07,3.2,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006690,758,0,0,0,0,6,33703,585879,329529,0,256350,0,98529,6,0.06,3.0,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006691,749,0,0,0,0,6,31181,2494411,379213,24255,2115198,1,412854,6,0.06,2.2,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006692,757,0,0,0,0,9,41472,2189983,382898,88795,1807085,0,363967,6,0.07,2.2,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006693,747,0,0,0,0,4,27571,1622641,314397,47899,1308244,0,272904,6,0.07,2.2,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006694,759,0,0,0,0,9,41097,2025452,419572,75346,1605880,0,339089,6,0.04,1.9,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006695,753,0,0,0,0,8,28370,3718974,309810,50683,3409164,0,618990,6,0.05,3.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006696,746,0,0,0,0,8,28007,139674,317220,0,-177546,0,20000,6,0.05,3.2,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006697,750,0,0,0,0,6,14026,1597927,279898,150745,1318029,0,264228,6,0.04,1.5,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006698,749,0,0,0,0,9,38289,167065,384937,57467,-217872,0,28593,6,0.09,1.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006699,752,0,0,0,0,1,33302,567090,302787,0,264303,0,96532,6,0.04,2.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006700,752,0,0,0,0,12,21112,117696,279958,0,-162262,0,20000,6,0.06,3.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006701,747,0,0,0,0,8,33269,139661,304406,31673,-164745,0,20000,6,0.05,2.7,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006702,739,0,0,0,0,5,6615,376955,236814,40225,140141,0,62433,6,0.1,2.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006703,744,0,0,0,0,6,28292,647007,292319,79595,354688,0,105852,6,0.05,2.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006704,751,0,0,0,0,6,17468,1366745,266422,0,1100323,1,228178,6,0.04,2.4,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006705,751,0,0,0,0,3,10689,1311999,256537,45533,1055462,0,219355,6,0.03,1.9,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006706,753,0,0,0,0,12,37215,898266,379191,15736,519075,0,149821,6,0.05,3.4,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006707,751,0,0,0,0,4,51955,133423,433001,43836,-299578,1,20000,6,0.08,2.2,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006708,747,0,0,0,0,5,28096,139892,284537,18024,-144645,0,20000,6,0.09,2.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006709,745,0,0,0,0,1,10431,1078723,234122,0,844601,1,179197,6,0.08,2.0,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006710,754,0,0,0,0,2,16325,129248,294276,82144,-165028,0,20000,6,0.05,3.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006711,750,0,0,0,0,10,36656,569957,370545,0,199412,1,92501,6,0.05,1.7,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006712,745,0,0,0,0,2,31914,119667,323072,0,-203405,1,20000,6,0.05,2.5,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006713,747,0,0,0,0,1,12032,126117,229074,0,-102957,0,20000,6,0.07,1.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006714,747,0,0,0,0,7,33574,866964,344849,72844,522115,0,146969,6,0.1,1.7,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006715,753,0,0,0,0,5,38665,1316757,372688,19674,944069,0,218825,6,0.05,2.0,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006716,745,0,0,0,0,3,24731,104248,285624,2553,-181376,0,20000,6,0.04,2.4,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006717,744,0,0,0,0,1,36918,126068,326386,0,-200318,1,20000,6,0.06,1.7,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006718,742,0,0,0,0,3,10831,3733404,213792,88601,3519612,0,624258,6,0.07,1.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006719,756,0,0,0,0,6,43048,1087302,362250,8069,725052,1,180315,6,0.04,1.9,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006720,748,0,0,0,0,1,13256,3167423,243592,0,2923831,2,526502,6,0.05,3.2,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_006721,748,0,0,0,0,2,42126,983452,359382,0,624070,2,165330,6,0.07,2.8,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_006722,752,0,0,0,0,2,13037,387934,239459,9200,148475,0,61678,6,0.09,2.1,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006723,746,0,0,0,0,12,37266,923230,419094,70574,504136,0,151056,6,0.08,2.3,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006724,746,0,0,0,0,1,17535,112346,207518,0,-95172,0,20000,6,0.07,2.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006725,753,0,0,0,0,3,30369,4371390,293303,25100,4078087,0,729948,6,0.07,2.8,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006726,739,0,0,0,0,2,46124,138624,426468,0,-287844,1,20000,6,0.07,2.7,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006727,752,0,0,0,0,1,23012,2359334,240351,33880,2118983,1,390436,6,0.08,3.5,1,0,STABLE,MODERATE,LOW,0,83,APPROVE,Strong profile
CUST_006728,743,0,0,0,0,9,58722,1030530,547787,0,482743,0,168665,6,0.06,1.6,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006729,748,0,0,0,0,5,47270,120962,426285,26641,-305323,0,20000,6,0.05,2.4,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006730,759,0,0,0,0,1,24792,137054,279187,0,-142133,0,20000,6,0.07,1.6,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006731,739,0,0,0,0,1,15398,112619,290087,23245,-177468,0,20000,6,0.09,2.7,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006732,749,0,0,0,0,7,18637,342412,234376,0,108036,0,60320,6,0.05,2.9,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006733,757,0,0,0,0,1,37561,725745,412640,68759,313105,0,122080,6,0.08,2.8,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006734,755,0,0,0,0,7,5000,1116899,150223,0,966676,1,189206,6,0.08,3.3,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006735,761,0,0,0,0,7,73629,2291240,597721,4324,1693519,0,381263,6,0.05,3.4,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006736,745,0,0,0,0,7,22611,3665269,258288,48,3406981,0,607635,6,0.05,2.7,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006737,760,0,0,0,0,1,52831,2537621,485279,40634,2052342,0,420318,6,0.1,3.2,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006738,744,0,0,0,0,1,6954,129475,182047,0,-52572,0,20000,6,0.08,2.2,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006739,742,0,0,0,0,4,18171,128813,212171,11116,-83358,0,20000,6,0.03,2.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006740,745,0,0,0,0,3,9584,1639975,246819,0,1393156,2,274857,6,0.05,1.6,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_006741,743,0,0,0,0,1,15398,120344,258034,62867,-137690,0,20000,6,0.07,2.1,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006742,747,0,0,0,0,2,30062,1766933,361542,112558,1405391,0,292395,6,0.09,3.0,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006743,762,0,0,0,0,1,35008,126872,332874,15168,-206002,0,20000,6,0.07,3.1,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006744,751,0,0,0,0,11,28326,129314,368604,0,-239290,0,20000,6,0.04,2.2,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006745,745,0,0,0,0,6,30849,811656,362320,91119,449336,0,133102,6,0.09,2.9,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006746,631,7,1,0,0,6,12573,724018,210918,30809,513100,0,120733,6,0.09,5.8,1,0,STABLE,ADEQUATE,MEDIUM,0,59,REVIEW,Manual review needed
CUST_006747,751,0,0,0,0,9,20596,347134,305169,135134,41965,0,60664,6,0.06,2.4,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006748,743,0,0,0,0,8,46284,124746,455118,25851,-330372,1,20000,6,0.04,2.7,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006749,654,8,0,0,0,3,17165,2024540,210321,0,1814219,2,337732,6,0.14,5.8,1,0,STABLE,LOW,MEDIUM,0,31,REJECT,Risk too high
CUST_006750,767,0,0,0,0,3,54360,2573418,444743,0,2128675,0,428393,6,0.08,1.6,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006751,743,0,0,0,0,6,38013,814080,333838,0,480242,0,134813,6,0.08,2.4,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006752,755,0,0,0,0,4,48153,1142756,459205,14211,683551,2,190270,6,0.1,3.1,1,0,STABLE,LOW,LOW,0,65,REVIEW,Manual review needed
CUST_006753,745,0,0,0,0,8,13343,1803972,261799,163911,1542173,0,297527,6,0.03,3.4,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006754,750,0,0,0,0,1,36119,131359,381150,0,-249791,0,20000,6,0.03,3.3,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006755,760,0,0,0,0,4,16701,1137135,201473,94109,935662,0,188891,6,0.03,2.2,1,0,STABLE,ADEQUATE,LOW,0,100,APPROVE,Strong profile
CUST_006756,756,0,0,0,0,1,15613,124339,219713,14499,-95374,1,20000,6,0.05,3.4,1,0,STABLE,LOW,LOW,0,75,APPROVE,Strong profile
CUST_006757,739,0,0,0,0,1,16596,3930759,227858,0,3702901,0,653764,6,0.03,3.1,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006758,751,0,0,0,0,6,30971,118828,363372,0,-244544,0,20000,6,0.03,3.5,1,0,STABLE,LOW,LOW,0,85,APPROVE,Strong profile
CUST_006759,300,8,7,0,0,7,30217,1290293,294248,94955,996045,0,212188,6,0.21,5.7,1,0,UNSTABLE,ADEQUATE,HIGH,0,0,REJECT,Risk too high
